scene_name,settings_output_img_height,settings_output_img_width,settings_units_info_meters_scale,use_camera_physical,camera_physical_anisotropy,camera_physical_blades_enable,camera_physical_blades_num,camera_physical_blades_rotation,camera_physical_bmpaperture_affects_exposure,camera_physical_bmpaperture_enable,camera_physical_bmpaperture_resolution,camera_physical_bmpaperture_tex,camera_physical_center_bias,camera_physical_distortion,camera_physical_distortion_tex,camera_physical_distortion_type,camera_physical_dof_display_threshold,camera_physical_dont_affect_settings,camera_physical_enable_thin_lens_equation,camera_physical_exposure,camera_physical_f_number,camera_physical_film_width,camera_physical_focal_length,camera_physical_focus_distance,camera_physical_fov,camera_physical_horizontal_offset,camera_physical_horizontal_shift,camera_physical_ISO,camera_physical_latency,camera_physical_lens_file,camera_physical_lens_shift,camera_physical_optical_vignetting,camera_physical_rolling_shutter_duration,camera_physical_rolling_shutter_mode,camera_physical_shutter_angle,camera_physical_shutter_offset,camera_physical_shutter_speed,camera_physical_specify_focus,camera_physical_specify_fov,camera_physical_subdivs,camera_physical_target_distance,camera_physical_targeted,camera_physical_type,camera_physical_use_dof,camera_physical_use_moblur,camera_physical_vertical_offset,camera_physical_vignetting,camera_physical_white_balance,camera_physical_zoom_factor,settings_camera_auto_corrections_mode,settings_camera_auto_exposure,settings_camera_auto_exposure_compensation,settings_camera_auto_fit,settings_camera_auto_white_balance,settings_camera_curve,settings_camera_dist,settings_camera_dont_affect_settings,settings_camera_fov,settings_camera_height,settings_camera_image_planes,settings_camera_type,M_cam_from_uv_00,M_cam_from_uv_01,M_cam_from_uv_02,M_cam_from_uv_10,M_cam_from_uv_11,M_cam_from_uv_12,M_cam_from_uv_20,M_cam_from_uv_21,M_cam_from_uv_22,M_proj_00,M_proj_01,M_proj_02,M_proj_03,M_proj_10,M_proj_11,M_proj_12,M_proj_13,M_proj_20,M_proj_21,M_proj_22,M_proj_23,M_proj_30,M_proj_31,M_proj_32,M_proj_33
ai_012_005,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,35.0,20.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.1192426010966301,0.0,200.0,0.0,180.0,0.0,40.0,0.0,1.0,6.0,364.8429870605469,1.0,0.0,0.0,0.0,0.0,0.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.581450050242429,0.0,-0.0,0.0,0.4330198925758783,-0.0,-0.0,0.05163441831733107,-1.0071009945654779,1.7198381865872425,0.0,0.0,0.0,0.0,2.3093627270824966,0.0,0.0,0.0,0.1186388710442101,-0.9949369600556537,-2.002002002002002,0.0,0.11840183034282308,-0.9929490740215765,0.0
ai_012_006,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,36.0,25.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.13792769610881805,0.0,200.0,0.0,180.0,0.0,15.0,0.0,1.0,6.0,244.1083984375,1.0,0.0,0.0,0.0,0.0,1.0,"Color(0.960784, 0.933333, 1)",0.699999988079071,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5828333801591989,0.0,-0.0,0.0,0.4330254915788651,-0.0,-0.0,0.05972620840986125,-1.0094969924170973,1.7157562247496077,0.0,0.0,0.0,0.0,2.3093328671110678,0.0,0.0,0.0,0.1369036546623581,-0.9925755198169044,-2.002002002002002,0.0,0.13663012088680893,-0.9905923519451424,0.0
ai_012_007,768.0,1024.0,0.009999999776482582,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,5.0,35.0,45.0,200.0,1.0471975803375244,0.0,0.0,400.0,0.0,,-0.09452775120735168,0.0,200.0,0.0,180.0,0.0,10.0,0.0,1.0,6.0,518.5853271484375,1.0,0.0,0.0,0.0,0.0,1.0,"Color(0.992157, 0.960784, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5799278261954933,0.0,-0.0,0.0,0.433015567725805,-0.0,-0.0,0.04093198785489505,-1.0044644263028317,1.724352505311412,0.0,0.0,0.0,0.0,2.30938579241387,0.0,0.0,0.0,0.09429601833002868,-0.9975485201502922,-2.002002002002002,0.0,0.09410761469700166,-0.995555416213928,0.0
ai_012_008,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,5.599999904632568,35.0,31.290000915527344,200.0,1.0471975803375244,0.0,0.0,400.0,0.0,,-0.05765144154429436,0.0,200.0,0.0,180.0,0.0,16.0,0.0,1.0,6.0,130.6147003173828,0.0,0.0,0.0,0.0,0.0,1.0,"Color(0.490196, 0.584314, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5783094894563336,0.0,-0.0,0.0,0.43301311363357536,-0.0,-0.0,0.02496383020855896,-1.0016613839061423,1.7291779198368264,0.0,0.0,0.0,0.0,2.3093988808066923,0.0,0.0,0.0,0.05767104609784698,-1.0003400531370505,-2.002002002002002,0.0,0.05755581923251662,-0.9983413717122013,0.0
ai_012_009,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,35.0,55.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.03870366886258125,0.0,200.0,0.0,180.0,0.0,20.0,0.0,1.0,6.0,328.7206115722656,1.0,0.0,0.0,0.0,0.0,0.0,"Color(0.827451, 0.905882, 0.976471)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5777826626263586,0.0,-0.0,0.0,0.4330127973824879,-0.0,-0.0,0.016759183923151802,-1.0007488931011101,1.7307545980255237,0.0,0.0,0.0,0.0,2.309400567477183,0.0,0.0,0.0,0.03875213248046104,-1.0012521711585498,-2.002002002002002,0.0,0.03867470564233824,-0.9992516673200712,0.0
ai_012_010,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,36.0,18.0,200.0,1.0471975803375244,0.0,0.0,100.0,0.0,,-0.07870159298181534,0.0,200.0,0.0,180.0,0.0,16.0,0.0,1.0,6.0,354.81988525390625,1.0,0.0,0.0,0.0,0.0,1.0,"Color(0.886275, 0.945098, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5791374035897897,0.0,-0.0,0.0,0.4330140910446525,-0.0,-0.0,0.034078898748786966,-1.0030953727930338,1.7267059488844767,0.0,0.0,0.0,0.0,2.3093936679692946,0.0,0.0,0.0,0.07861580849381156,-0.998910003155545,-2.002002002002002,0.0,0.07845873395136638,-0.996914178973416,0.0
ai_013_001,768.0,1024.0,0.009999999776482582,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,2.0,38.0,46.10411834716797,200.0,1.0471975803375244,0.0,0.0,100.0,0.0,,0.09116718918085098,0.0,200.0,0.0,180.0,0.0,25.0,0.0,1.0,6.0,56443.71875,1.0,0.0,0.0,0.0,0.0,0.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5797479400272524,0.0,-0.0,0.0,0.43301518525201993,-0.0,-0.0,-0.03947677731205214,-1.0041528536518578,1.7248875432881965,0.0,0.0,0.0,0.0,2.309387832248858,0.0,0.0,0.0,-0.0909719130348447,-0.9978580435816782,-2.002002002002002,0.0,-0.09079015097083902,-0.9958643212168796,0.0
ai_013_002,768.0,1024.0,0.009999999776482582,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,3.700000047683716,36.0,40.0,200.0,1.0471975803375244,0.0,0.0,300.0,0.0,,0.15954309701919556,0.0,200.0,0.0,180.0,0.0,60.0,0.0,1.0,6.0,635.9876708984375,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5846827053401803,0.0,-0.0,0.0,0.4330354186906108,-0.0,-0.0,-0.06908781181690409,-1.0127001188385931,1.7103293647418212,0.0,0.0,0.0,0.0,2.3092799268562056,0.0,0.0,0.0,-0.15785769118124585,-0.9894360466266556,-2.002002002002002,0.0,-0.15754229119886573,-0.9874591514286004,0.0
ai_013_003,768.0,1024.0,0.009999999776482582,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,60.5,40.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,0.06556370854377747,0.0,200.0,0.0,180.0,0.0,30.0,0.0,1.0,6.0,830.0828857421875,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5785907434465474,0.0,-0.0,0.0,0.4330133799604455,-0.0,-0.0,-0.028389963039282616,-1.002148530293636,1.7283373633722579,0.0,0.0,0.0,0.0,2.3093974604002927,0.0,0.0,0.0,-0.06555412220211682,-0.9998537858538883,-2.002002002002002,0.0,-0.06542314493497972,-0.9978560759920424,0.0
ai_013_004,768.0,1024.0,0.0010000000474974513,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,50.0,40.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,0.0,0.0,200.0,0.0,180.0,0.0,60.0,0.0,1.0,6.0,6736.0771484375,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773502885602447,0.0,-0.0,0.0,0.4330127164201835,-0.0,-0.0,-0.0,-1.0000000001962959,1.7320507494570223,0.0,0.0,0.0,0.0,2.30940099927603,0.0,0.0,0.0,0.0,-1.002002001805313,-2.002002002002002,0.0,0.0,-0.9999999998037041,0.0
ai_013_005,768.0,1024.0,0.0010000000474974513,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,36.0,40.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,0.0,0.0,200.0,0.0,180.0,0.0,30.0,0.0,1.0,6.0,31035.939453125,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773502886046429,0.0,-0.0,0.0,0.43301271645348216,-0.0,-0.0,-0.0,-1.0000000000424953,1.7320507493238277,0.0,0.0,0.0,0.0,2.309400999098437,0.0,0.0,0.0,0.0,-1.0020020019594216,-2.002002002002002,0.0,0.0,-0.9999999999575047,0.0
ai_013_006,768.0,1024.0,0.0010000000474974513,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,71.3791732788086,40.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.05423064902424812,0.0,200.0,0.0,180.0,0.0,60.0,0.0,1.0,6.0,44359.30859375,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5781990637884629,0.0,-0.0,0.0,0.4330130275998448,-0.0,-0.0,0.02348257752269425,-1.0014701209701151,1.7295081618566148,0.0,0.0,0.0,0.0,2.309399339652474,0.0,0.0,0.0,0.05425945093551731,-1.0005311002502717,-2.002002002002002,0.0,0.054151040444137655,-0.9985320371129085,0.0
ai_013_007,768.0,1024.0,0.0010000000474974513,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,6.0,38.0,26.248449325561523,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,0.0,0.0,200.0,0.0,180.0,0.0,60.0,0.0,1.0,6.0,15624.7802734375,1.0,0.0,0.0,0.0,0.0,0.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773502885476696,0.0,-0.0,0.0,0.4330127164107521,-0.0,-0.0,-0.0,-1.0000000002398572,1.7320507494947481,0.0,0.0,0.0,0.0,2.3094009993263303,0.0,0.0,0.0,0.0,-1.0020020017616644,-2.002002002002002,0.0,0.0,-0.9999999997601428,0.0
ai_013_008,768.0,1024.0,0.0010000000474974513,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,36.0,35.0,200.0,1.0471975803375244,0.0,0.0,100.0,0.0,,0.058638498187065125,0.0,200.0,0.0,180.0,0.0,200.0,0.0,1.0,6.0,11189.98046875,1.0,0.0,0.0,0.0,0.0,0.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5783426061730186,0.0,-0.0,0.0,0.43301314137729,-0.0,-0.0,-0.025391240305627595,-1.0017187444304407,1.7290789046602546,0.0,0.0,0.0,0.0,2.309398732840505,0.0,0.0,0.0,-0.05865507948664529,-1.0002827715595182,-2.002002002002002,0.0,-0.05853788652063801,-0.9982842045833754,0.0
ai_013_009,768.0,1024.0,0.009999999776482582,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,2.0,36.0,32.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,0.012173820286989212,0.0,200.0,0.0,180.0,0.0,70.0,0.0,1.0,6.0,443.0205078125,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773930701112603,0.0,-0.0,0.0,0.4330127171184,-0.0,-0.0,-0.005271419000180299,-1.000074100666357,1.731922414322198,0.0,0.0,0.0,0.0,2.309400995552209,0.0,0.0,0.0,-0.012197288472372227,-1.0019277584874566,-2.002002002002002,0.0,-0.01217291826563422,-0.999925904824145,0.0
ai_013_010,768.0,1024.0,0.009999999776482582,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,2.0,36.0,36.5,200.0,1.0471975803375244,0.0,0.0,600.0,0.0,,-0.05611078068614006,0.0,200.0,0.0,180.0,0.0,60.0,0.0,1.0,6.0,321.7029113769531,1.0,0.0,0.0,0.0,0.0,0.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5782589206140973,0.0,-0.0,0.0,0.43301307270417905,-0.0,-0.0,0.02429670155673581,-1.0015737976799868,1.729329136743837,0.0,0.0,0.0,0.0,2.3093990990964115,0.0,0.0,0.0,0.056134769810912595,-1.0004275314739732,-2.002002002002002,0.0,0.05602261242867301,-0.9984286752672321,0.0
ai_014_001,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,36.0,25.0,200.0,1.0471975803375244,0.0,0.0,400.0,0.0,,-0.15714499354362488,0.0,200.0,0.0,180.0,0.0,23.0,0.0,1.0,6.0,247.23809814453125,1.0,0.0,0.0,0.0,0.0,0.0,"Color(0.866667, 0.847059, 0.854902)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5844643816181084,0.0,-0.0,0.0,0.43303410303489254,-0.0,-0.0,0.06804914132558758,-1.0123219690689005,1.7109682496501633,0.0,0.0,0.0,0.0,2.3092869429718403,0.0,0.0,0.0,0.15554300207485353,-0.9898056474301448,-2.002002002002002,0.0,0.15523222684593274,-0.9878280137689457,0.0
ai_014_002,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,36.0,35.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.1191750019788742,0.0,200.0,0.0,180.0,0.0,6.0,0.0,1.0,6.0,283.87640380859375,1.0,0.0,0.0,0.0,0.0,1.0,"Color(0.94902, 0.984314, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5814454087770267,0.0,-0.0,0.0,0.4330198765095862,-0.0,-0.0,0.051605144639921795,-1.007092954902822,1.7198519154245848,0.0,0.0,0.0,0.0,2.3093628127665453,0.0,0.0,0.0,0.11857256074534564,-0.9949449026765247,-2.002002002002002,0.0,0.11833565253206824,-0.9929570007730751,0.0
ai_014_003,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,5.599999904632568,35.0,35.0,200.0,1.0471975803375244,0.0,0.0,400.0,0.0,,-0.04941127821803093,0.0,200.0,0.0,180.0,0.0,40.0,0.0,1.0,6.0,185.31590270996094,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",0.6399999856948853,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5780549382031781,0.0,-0.0,0.0,0.43301293090080784,-0.0,-0.0,0.021395722400744818,-1.0012204891378471,1.7299393775761054,0.0,0.0,0.0,0.0,2.3093998553800104,0.0,0.0,0.0,0.04944984669518523,-1.0007805601989106,-2.002002002002002,0.0,0.04935104580268736,-0.9987809986400717,0.0
ai_014_004,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,35.0,25.200000762939453,200.0,1.0471975803375244,0.0,0.0,100.0,0.0,,0.001724118017591536,0.0,200.0,0.0,180.0,0.0,16.0,0.0,1.0,6.0,323.4375915527344,1.0,0.0,0.0,0.0,0.0,0.0,"Color(0.835294, 0.886275, 0.980392)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773511468478767,0.0,-0.0,0.0,0.433012716553279,-0.0,-0.0,-0.0007465650264557651,-1.000001485874129,1.732048174598127,0.0,0.0,0.0,0.0,2.3094009985661876,0.0,0.0,0.0,-0.0017275671383671248,-1.0020005131553622,-2.002002002002002,0.0,-0.0017241154557729847,-0.9999985141280787,0.0
ai_014_005,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,36.0,35.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.10164780169725418,0.0,200.0,0.0,180.0,0.0,8.0,0.0,1.0,6.0,226.0240936279297,1.0,0.0,0.0,0.0,0.0,1.0,"Color(0.933333, 0.972549, 1)",0.6600000262260437,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.580330396089095,0.0,-0.0,0.0,0.43301652276677727,-0.0,-0.0,0.04401517763783193,-1.0051616971064474,1.7231563377329548,0.0,0.0,0.0,0.0,2.3093806989406733,0.0,0.0,0.0,0.10132827493621163,-0.9968565305328075,-2.002002002002002,0.0,0.10112582084043499,-0.9948648091930817,0.0
ai_014_006,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,35.0,30.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,0.0,0.0,200.0,0.0,180.0,0.0,13.0,0.0,1.0,6.0,4.946435928344727,0.0,0.0,0.0,0.0,0.0,1.0,"Color(0.796079, 0.811765, 0.878431)",0.7200000286102295,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773502887305059,0.0,-0.0,0.0,0.43301271654787943,-0.0,-0.0,-0.0,-0.9999999996064934,1.732050748946239,0.0,0.0,0.0,0.0,2.309400998594985,0.0,0.0,0.0,0.0,-1.0020020023962963,-2.002002002002002,0.0,0.0,-1.0000000003935066,0.0
ai_014_008,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,36.0,50.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.0063270870596170425,0.0,200.0,0.0,180.0,0.0,14.0,0.0,1.0,6.0,209.99029541015625,1.0,0.0,0.0,0.0,0.0,0.0,"Color(0.952941, 0.901961, 0.921569)",0.5600000023841858,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773618448659148,0.0,-0.0,0.0,0.4330127165470032,-0.0,-0.0,0.002739709155514166,-1.0000200158261832,1.7320160812362613,0.0,0.0,0.0,0.0,2.3094009985996586,0.0,0.0,0.0,0.006339627007704985,-1.001981946505522,-2.002002002002002,0.0,0.006326960420277003,-0.9999799845744421,0.0
ai_014_009,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,4.0,36.0,46.720001220703125,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.036668259650468826,0.0,200.0,0.0,180.0,0.0,32.0,0.0,1.0,6.0,451.70111083984375,1.0,0.0,0.0,0.0,0.0,1.0,"Color(0.913726, 0.894118, 0.929412)",0.8600000143051147,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5777383865811483,0.0,-0.0,0.0,0.43301278161575374,-0.0,-0.0,0.015877825108258213,-1.0006722052293515,1.7308872375914761,0.0,0.0,0.0,0.0,2.3094006515663974,0.0,0.0,0.0,0.03671698822820595,-1.001328903476784,-2.002002002002002,0.0,0.036643627612365386,-0.9993282463269804,0.0
ai_014_010,768.0,1024.0,0.009999999776482582,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,0.0,3.5,35.0,30.0,200.0,1.0471975803375244,0.0,0.0,200.0,0.0,,-0.0,0.0,200.0,0.0,180.0,0.0,5.0,0.0,1.0,6.0,438.0018005371094,1.0,0.0,0.0,0.0,0.0,0.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773502885386379,0.0,-0.0,0.0,0.4330127164039784,-0.0,-0.0,0.0,-1.0000000002711442,1.732050749521843,0.0,0.0,0.0,0.0,2.3094009993624565,0.0,0.0,0.0,0.0,-1.0020020017303148,-2.002002002002002,0.0,0.0,-0.9999999997288558,0.0
ai_015_001,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,36.0,43.455841064453125,141.3217010498047,1.0471975803375244,0.0,0.0,100.0,0.0,,-0.037807680666446686,0.0,200.0,0.0,180.0,0.0,200.0,1.0,1.0,6.0,101.4113998413086,1.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5777628779065945,0.0,-0.0,0.0,0.43301279021818645,-0.0,-0.0,0.016371209297056263,-1.0007146245559972,1.7308138654101406,0.0,0.0,0.0,0.0,2.309400605686774,0.0,0.0,0.0,0.03785631866391507,-1.001286458111448,-2.002002002002002,0.0,0.03778068166358757,-0.999285885767569,0.0
ai_015_002,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,36.0,19.5,39.301361083984375,1.0471975803375244,0.0,0.0,100.0,0.0,,-0.004751448053866625,0.0,200.0,0.0,180.0,0.0,17.0,1.0,1.0,6.0,279.1453857421875,1.0,0.0,0.0,0.0,0.0,0.5,"Color(1, 1, 1)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773568060079005,0.0,-0.0,0.0,0.43301271662997703,-0.0,-0.0,0.0020574374297310048,-1.0000112874203255,1.732031197336082,0.0,0.0,0.0,0.0,2.309400998157131,0.0,0.0,0.0,0.004760906724027549,-1.0019906921118977,-2.002002002002002,0.0,0.004751394422880641,-0.9999887127070789,0.0
ai_015_003,768.0,1024.0,0.02539999969303608,True,0.0,0.0,5.0,0.0,True,0.0,512,"AColor(0, 0, 0, 0)",0.0,0.0,"AColor(0, 0, 0, 0)",0.0,0.0010000000474974513,False,True,1.0,8.0,36.0,25.0,242.44619750976562,1.0471975803375244,0.0,0.0,100.0,0.0,,-0.00588610302656889,0.0,200.0,0.0,180.0,0.0,20.0,1.0,1.0,6.0,242.44619750976562,0.0,0.0,0.0,0.0,0.0,1.0,"Color(1, 1, 0.960784)",1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,False,1.0471975803375244,400.0,,0.0,0.5773602902859136,0.0,-0.0,0.0,0.4330127166548998,-0.0,-0.0,0.002548757462045223,-1.0000173223666626,1.7320207448018146,0.0,0.0,0.0,0.0,2.309400998024209,0.0,0.0,0.0,0.005897784853020349,-1.0019846452565866,-2.002002002002002,0.0,0.005886001067100229,-0.9999826779333966,0.0
